GeneID	TCGA-AO-A03L-01A	TCGA-BH-A0B9-01A	TCGA-BH-A0BA-01A	TCGA-BH-A0DS-01A	TCGA-BH-A0H6-01A	TCGA-B6-A0IK-01A	TCGA-AO-A0JJ-01A	TCGA-A8-A0A6-01A	TCGA-BH-A0BJ-01A	TCGA-BH-A0E0-01A	TCGA-BH-A0H7-01A	TCGA-AO-A0JA-01A	TCGA-AO-A0JL-01A	TCGA-BH-A0DP-01A	TCGA-BH-A0H0-01A	TCGA-BH-A0HY-01A	TCGA-AO-A0JI-01A	TCGA-A8-A08O-01A	TCGA-AR-A0TT-01A	TCGA-B6-A0WT-01A	TCGA-B6-A0X5-01A	TCGA-AN-A0XV-01A	TCGA-A2-A0YJ-01A	TCGA-AR-A0U2-01A	TCGA-B6-A0WV-01A	TCGA-AN-A0XN-01A	TCGA-AN-A0XW-01A	TCGA-A2-A0YK-01A	TCGA-AR-A0U3-01A	TCGA-B6-A0WW-01A	TCGA-AN-A0XO-01A	TCGA-A2-A0YC-01A	TCGA-A2-A0YL-01A	TCGA-AR-A0U4-01A	TCGA-B6-A0WX-01A	TCGA-AN-A0XP-01A	TCGA-A2-A0YD-01A	TCGA-A2-A0YM-01A	TCGA-BH-A0W3-01A	TCGA-B6-A0WY-01A	TCGA-AN-A0XR-01A	TCGA-A2-A0YE-01A	TCGA-A2-A0YT-01A	TCGA-BH-A0W4-01A	TCGA-B6-A0WZ-01A	TCGA-AN-A0XS-01A	TCGA-A2-A0YF-01A	TCGA-A8-A0AD-01A	TCGA-BH-A0BM-01A	TCGA-BH-A0E1-01A	TCGA-BH-A0H9-01A	TCGA-AO-A0JB-01A	TCGA-AO-A0JM-01A	TCGA-BH-A0AW-01A	TCGA-BH-A0C0-01A	TCGA-BH-A0E2-01A	TCGA-BH-A0HB-01A	TCGA-AO-A0JC-01A	TCGA-B6-A0RE-01A	TCGA-A2-A0CT-01A	TCGA-A2-A0EU-01A	TCGA-BH-A0HF-01A	TCGA-AO-A0JD-01A	TCGA-B6-A0RG-01A	TCGA-BH-A0B3-01A	TCGA-A7-A0D9-01A	TCGA-BH-A0GY-01A	TCGA-BH-A0HK-01A	TCGA-AO-A0JE-01A	TCGA-B6-A0RI-01A	TCGA-BH-A0B8-01A	TCGA-BH-A0DK-01A	TCGA-BH-A0GZ-01A	TCGA-BH-A0HX-01A	TCGA-AO-A0JF-01A	TCGA-AR-A0TR-01A	TCGA-BH-A0DH-01A	TCGA-B6-A0RM-01A	TCGA-BH-A0RX-01A	TCGA-A2-A0ST-01A	TCGA-A8-A075-01A	TCGA-AO-A0JG-01A	TCGA-B6-A0RU-01A	TCGA-A1-A0SO-01A	TCGA-A2-A0T0-01A	TCGA-AR-A0TQ-01A	TCGA-BH-A0BC-01A	TCGA-B6-A0RL-01A	TCGA-B6-A0RV-01A	TCGA-A1-A0SP-01A	TCGA-A2-A0T1-01A	TCGA-BH-A0DQ-01A	TCGA-B6-A0RN-01A	TCGA-A2-A0T4-01A	TCGA-AR-A0TV-01A	TCGA-A2-A0EN-01A	TCGA-B6-A0RO-01A	TCGA-BH-A0HI-01A	TCGA-AR-A0TX-01A	TCGA-A1-A0SE-01A	TCGA-A2-A0SU-01A	TCGA-A1-A0SH-01A	TCGA-A2-A0SV-01A	TCGA-A2-A0T5-01A	TCGA-AR-A0TW-01A	TCGA-B6-A0RP-01A	TCGA-A1-A0SJ-01A	TCGA-A2-A0SW-01A	TCGA-A2-A0T6-01A	TCGA-B6-A0RS-01A	TCGA-A1-A0SK-01A	TCGA-A2-A0SX-01A	TCGA-A2-A0T7-01A	TCGA-AR-A0TZ-01A	TCGA-BH-A0HP-01A	TCGA-B6-A0RT-01A	TCGA-A1-A0SM-01A	TCGA-A2-A0SY-01A	TCGA-AR-A0TP-01A	TCGA-BH-A0AY-11A	TCGA-A7-A0DB-11A	TCGA-BH-A0HK-11A	TCGA-BH-A0BM-11A	TCGA-BH-A0B3-11B	TCGA-A7-A0DC-11A	TCGA-BH-A0DK-11A	TCGA-BH-A0BJ-11A	TCGA-BH-A0DP-11A	TCGA-BH-A0BV-11A	TCGA-BH-A0DQ-11A	TCGA-BH-A0B8-11A	TCGA-BH-A0C0-11A	TCGA-BH-A0DZ-11A	TCGA-BH-A0BA-11A	TCGA-BH-A0BC-11A	TCGA-BH-A0DH-11A	TCGA-A7-A0CH-11A	TCGA-A7-A0CE-11A	TCGA-BH-A0E1-11A	TCGA-BH-A0H9-11A	TCGA-A7-A0D9-11A	TCGA-BH-A0H7-11A	TCGA-BH-A0E0-11A	TCGA-A2-A04R-01A	TCGA-BH-A0W5-01A	TCGA-B6-A0X1-01A	TCGA-AN-A0XT-01A	TCGA-A2-A0YG-01A	TCGA-AR-A0TU-01A	TCGA-BH-A0WA-01A	TCGA-B6-A0X4-01A	TCGA-AN-A0XU-01A	TCGA-A2-A0YH-01A	TCGA-AR-A0U0-01A	TCGA-AO-A12G-01A	TCGA-AQ-A04H-01B	TCGA-E2-A107-01A	TCGA-AO-A125-01A	TCGA-AQ-A04L-01B	TCGA-E2-A108-01A	TCGA-AO-A126-01A	TCGA-BH-A0B2-01A	TCGA-E2-A109-01A	TCGA-BH-A0C3-11A	TCGA-AO-A03M-01B	TCGA-A2-A0YI-01A	TCGA-E2-A10E-01A	TCGA-AO-A12C-01A	TCGA-AO-A03N-01B	TCGA-E2-A105-01A	TCGA-E2-A10F-01A	TCGA-AO-A12E-01A	TCGA-AO-A03U-01B	TCGA-E2-A106-01A	TCGA-AO-A124-01A	TCGA-AO-A128-01A	TCGA-B6-A0X7-01A	TCGA-E2-A10B-01A	TCGA-AO-A129-01A	TCGA-AN-A0XL-01A	TCGA-E2-A10C-01A	TCGA-AO-A12B-01A	TCGA-A2-A0T2-01A	TCGA-A7-A13D-01A	TCGA-AR-A1AO-01A	TCGA-AR-A1AX-01A	TCGA-BH-A0BZ-01A	TCGA-E2-A15J-01A	TCGA-E2-A1BC-01A	TCGA-BH-A0BS-11A	TCGA-A7-A13E-01A	TCGA-AR-A1AP-01A	TCGA-AR-A1AY-01A	TCGA-BH-A0C3-01A	TCGA-E2-A15K-01A	TCGA-A7-A13F-01A	TCGA-AR-A1AQ-01A	TCGA-BH-A0AU-01A	TCGA-BH-A0DD-01A	TCGA-E2-A1AZ-01A	TCGA-A7-A13E-11A	TCGA-BH-A0BZ-11A	TCGA-AR-A1AI-01A	TCGA-AR-A1AS-01A	TCGA-BH-A0AZ-01A	TCGA-BH-A0DG-01A	TCGA-E2-A1B0-01A	TCGA-A7-A13F-11A	TCGA-E2-A1BD-01A	TCGA-AR-A1AJ-01A	TCGA-AR-A1AT-01A	TCGA-BH-A0B5-01A	TCGA-BH-A0DI-01A	TCGA-E2-A1B1-01A	TCGA-BH-A0AU-11A	TCGA-AR-A1AK-01A	TCGA-AR-A1AU-01A	TCGA-BH-A0BF-01A	TCGA-E2-A1B4-01A	TCGA-AR-A1AL-01A	TCGA-AR-A1AV-01A	TCGA-BH-A0BS-01A	TCGA-BH-A0H3-01A	TCGA-E2-A1B5-01A	TCGA-BH-A0DV-11A	TCGA-AR-A1AN-01A	TCGA-AR-A1AW-01A	TCGA-BH-A0BT-01A	TCGA-BH-A0HA-01A	TCGA-C8-A1HG-01A	TCGA-BH-A1ES-01A	TCGA-AR-A1AR-01A	TCGA-BH-A1EU-01A	TCGA-BH-A1EW-01A	TCGA-BH-A1F0-11B	TCGA-C8-A1HF-01A	TCGA-C8-A1HN-01A	TCGA-E2-A15I-01A	TCGA-C8-A1HM-01A	TCGA-E2-A1B6-01A	TCGA-E2-A1BC-11A	TCGA-BH-A0HA-11A	TCGA-E2-A15I-11A	TCGA-BH-A1EW-11B	TCGA-E2-A14N-01A	TCGA-BH-A1ET-01A	TCGA-BH-A1EU-11A	TCGA-C8-A1HL-01A	TCGA-BH-A1EV-01A	TCGA-BH-A1ET-11B	TCGA-C8-A1HI-01A	TCGA-BH-A1F0-01A	TCGA-BH-A1EO-11A	TCGA-BH-A1EO-01A
608	0.558705	0.760205	0.894915	0.80865	0.594725	0.838765	0.746105	0.804825	0.676715	0.822645	0.498211	0.66196	0.64833	0.789495	0.82667	0.473037	0.8967	0.64542	0.50362	0.63855	0.401029	0.872855	0.714835	0.431358	0.791495	0.776025	0.57208	0.76155	0.815345	0.622055	0.493094	0.465649	0.75596	0.803865	0.732665	0.636655	0.743905	0.86662	0.35615	0.79657	0.26895	0.87052	0.517825	0.76883	0.73407	0.57432	0.309589	0.194846	0.690375	0.87275	0.432686	0.291606	0.55301	0.585515	0.72593	0.796055	0.859915	0.650455	0.765075	0.651205	0.53142	0.732595	0.354727	0.239761	0.771315	0.799125	0.56348	0.5513	0.56987	0.321375	0.7239	0.583795	0.90705	0.60129	0.70569	0.581955	0.6405	0.62986	0.639505	0.632625	0.454663	0.762755	0.824305	0.890055	0.75343	0.793965	0.70727	0.777855	0.79984	0.805305	0.778135	0.453456	0.477944	0.6351	0.878375	0.67717	0.75815	0.622355	0.684345	0.799365	0.83885	0.51859	0.745935	0.67214	0.696395	0.532685	0.842825	0.652675	0.74163	0.731	0.90841	0.741195	0.804105	0.842255	0.70819	0.741765	0.794395	0.680265	0.91195	0.83857	0.681525	0.793005	0.84068	0.84945	0.69146	0.83763	0.870065	0.86471	0.852755	0.813495	0.733645	0.841055	0.8623	0.79535	0.872655	0.867125	0.843135	0.799185	0.85183	0.77251	0.81248	0.8338	0.839965	0.469125	0.732175	0.820105	0.564995	0.856705	0.83838	0.86098	0.67653	0.85723	0.350668	0.73007	0.68792	0.52949	0.69205	0.648385	0.60462	0.766965	0.7973	0.779765	0.486102	0.83967	0.527265	0.81723	0.85084	0.867105	0.602675	0.63274	0.697975	0.87578	0.787855	0.640925	0.652825	0.759135	0.8476	0.77358	0.77689	0.664955	0.665085	0.548235	0.854985	0.814075	0.69044	0.73783	0.64713	0.867395	0.63799	0.838425	0.899875	0.84715	0.888625	0.723345	0.591455	0.771545	0.702675	0.71412	0.427675	0.798455	0.771665	0.80522	0.77134	0.734665	0.695875	0.664375	0.5997	0.80799	0.81107	0.70784	0.76735	0.65215	0.78271	0.766405	0.80536	0.70253	0.73211	0.625065	0.453704	0.621055	0.8154	0.70483	0.791365	0.65964	0.862795	0.511015	0.7132	0.82677	0.626305	0.448188	0.81306	0.71277	0.811895	0.645725	0.848195	0.842335	0.44149	0.294233	0.670625	0.641075	0.720585	0.82341	0.733805	0.83249	0.78036	0.51305	0.903335	0.60262	0.74724	0.80046	0.682425	0.66613	0.71919	0.81197
943	0.560938	0.501544	0.548989	0.588847	0.473572	0.562406	0.559488	0.592347	0.489991	0.512826	0.536882	0.579722	0.651835	0.605459	0.704547	0.631629	0.671659	0.499712	0.524424	0.501489	0.205904	0.573098	0.453277	0.370584	0.527319	0.607935	0.496559	0.518706	0.647741	0.538053	0.540642	0.542058	0.528688	0.535862	0.566952	0.510062	0.571269	0.633959	0.507724	0.524571	0.639388	0.40311	0.537128	0.526048	0.570288	0.485938	0.471021	0.370918	0.516995	0.528358	0.374292	0.337865	0.505259	0.575808	0.565355	0.530636	0.502578	0.51894	0.508473	0.685929	0.510109	0.489832	0.443155	0.361585	0.520921	0.605888	0.418635	0.608959	0.520444	0.455834	0.633376	0.571401	0.574049	0.600718	0.468746	0.570307	0.554988	0.507241	0.523212	0.491019	0.389818	0.540856	0.560595	0.487712	0.422536	0.611653	0.558346	0.6611	0.528368	0.509337	0.464711	0.476355	0.55431	0.581427	0.516702	0.520702	0.440614	0.535965	0.521085	0.536112	0.436963	0.51519	0.496733	0.527062	0.541928	0.459522	0.503549	0.518058	0.550935	0.487367	0.521625	0.484931	0.541986	0.680941	0.563331	0.554265	0.587665	0.618212	0.682041	0.521692	0.48387	0.522385	0.532236	0.539851	0.522965	0.52593	0.542484	0.547169	0.523852	0.521364	0.491769	0.535312	0.525668	0.534684	0.540033	0.553902	0.532284	0.528993	0.520607	0.471831	0.483796	0.551786	0.523752	0.299586	0.486924	0.502619	0.43664	0.625006	0.554672	0.538804	0.483776	0.549529	0.410937	0.602441	0.596741	0.577902	0.587012	0.534835	0.478584	0.529351	0.575428	0.484952	0.574718	0.510239	0.522458	0.585968	0.639482	0.602894	0.46776	0.590594	0.571776	0.618812	0.476142	0.507766	0.431451	0.484055	0.596829	0.604647	0.493319	0.35236	0.540579	0.573921	0.481533	0.527075	0.512268	0.498339	0.617618	0.524797	0.534102	0.512784	0.629241	0.573934	0.697535	0.512064	0.456971	0.54484	0.567714	0.564584	0.546047	0.455255	0.506088	0.516963	0.466892	0.535277	0.493079	0.556405	0.481912	0.501863	0.599012	0.526949	0.538899	0.587605	0.570396	0.475271	0.514018	0.545136	0.538109	0.494022	0.512081	0.435534	0.574714	0.493352	0.554624	0.544462	0.507038	0.480477	0.577393	0.429458	0.57492	0.522184	0.584866	0.535939	0.537689	0.597541	0.534994	0.545854	0.475358	0.467978	0.537346	0.501815	0.443583	0.523508	0.474032	0.553312	0.517294	0.499631	0.549595	0.508369	0.546852	0.515339	0.553512	0.528994	0.472356	0.613753
958	0.587713	0.587167	0.500287	0.566013	0.533993	0.646653	0.525357	0.658963	0.65774	0.566947	0.54211	0.676373	0.442183	0.704947	0.747197	0.653537	0.747783	0.65015	0.536733	0.477363	0.121863	0.542927	0.282552	0.433663	0.605313	0.763263	0.53009	0.623243	0.72065	0.521317	0.532483	0.653247	0.531993	0.46611	0.44129	0.637157	0.61555	0.48328	0.462953	0.666723	0.868893	0.412563	0.42835	0.58753	0.689697	0.683463	0.69065	0.51378	0.730687	0.610813	0.321129	0.315374	0.493033	0.495347	0.64666	0.566453	0.714633	0.59509	0.511133	0.669383	0.654453	0.64595	0.346533	0.33182	0.53158	0.693513	0.505717	0.50122	0.581263	0.520777	0.7363	0.562093	0.60596	0.54545	0.52609	0.681447	0.440167	0.514353	0.48191	0.52875	0.303009	0.709363	0.501953	0.457643	0.42837	0.598783	0.71384	0.66633	0.628947	0.605427	0.492943	0.40826	0.323163	0.693097	0.495543	0.540773	0.559693	0.58725	0.530703	0.448703	0.568643	0.63938	0.63649	0.596833	0.548643	0.58449	0.5788	0.376437	0.59935	0.361647	0.654853	0.476577	0.519557	0.710157	0.59477	0.604753	0.582147	0.71801	0.506167	0.595233	0.51244	0.6014	0.59121	0.632817	0.529697	0.674023	0.643573	0.6895	0.63263	0.64509	0.469007	0.57419	0.62111	0.618643	0.61361	0.598723	0.540103	0.639897	0.571583	0.510823	0.502163	0.610257	0.60747	0.397693	0.54663	0.576917	0.363583	0.69498	0.610227	0.278832	0.805413	0.448443	0.408383	0.471147	0.68228	0.36	0.561857	0.58715	0.576213	0.57461	0.757957	0.564127	0.426803	0.584637	0.54529	0.687727	0.542697	0.66135	0.44929	0.600747	0.558567	0.667683	0.48475	0.5338	0.34852	0.620057	0.583907	0.74595	0.432883	0.298974	0.41765	0.56848	0.495	0.48045	0.54227	0.592973	0.683993	0.706567	0.60669	0.57424	0.311319	0.589107	0.66452	0.59216	0.256069	0.534837	0.47287	0.574023	0.42159	0.582923	0.511107	0.54772	0.409107	0.600163	0.559757	0.54932	0.440007	0.54132	0.677397	0.53538	0.515153	0.58295	0.58495	0.498047	0.606347	0.620607	0.515467	0.607543	0.53631	0.436773	0.485793	0.466123	0.595143	0.643067	0.59079	0.450923	0.632853	0.339887	0.750763	0.509613	0.676347	0.513867	0.709587	0.710177	0.5823	0.708663	0.43141	0.460703	0.543407	0.511457	0.448217	0.59851	0.4708	0.615587	0.535813	0.425217	0.65341	0.450777	0.634973	0.58952	0.519807	0.457517	0.48487	0.412213
3604	0.902377	0.865499	0.930928	0.92574	0.911448	0.913673	0.880425	0.916753	0.8903	0.906224	0.485031	0.939965	0.817414	0.925501	0.915244	0.919686	0.929009	0.940917	0.879353	0.854848	0.238831	0.910803	0.908395	0.662662	0.904728	0.925934	0.89037	0.909232	0.924967	0.921338	0.720859	0.922226	0.906651	0.902394	0.896908	0.918176	0.896612	0.907641	0.580599	0.927652	0.75177	0.890858	0.639578	0.927151	0.904449	0.826006	0.924635	0.774704	0.930071	0.951734	0.811352	0.942759	0.922991	0.770678	0.780027	0.896459	0.910363	0.816506	0.921316	0.93435	0.945953	0.909851	0.649476	0.625085	0.891791	0.919068	0.787321	0.937016	0.799398	0.762942	0.920414	0.871261	0.9159	0.89741	0.902547	0.910746	0.739094	0.927229	0.80161	0.823974	0.847022	0.899214	0.918345	0.912024	0.83991	0.918485	0.926773	0.882998	0.917799	0.90014	0.69236	0.848093	0.929344	0.879462	0.861708	0.848415	0.866361	0.936962	0.749958	0.865645	0.922816	0.933446	0.898357	0.918764	0.847303	0.805952	0.924571	0.745684	0.894804	0.840436	0.92774	0.839022	0.893743	0.916003	0.796539	0.815921	0.943307	0.908045	0.933035	0.942546	0.927793	0.920951	0.889768	0.913376	0.948473	0.932183	0.910442	0.931751	0.938438	0.924298	0.903757	0.915573	0.919472	0.90213	0.934913	0.924918	0.9372	0.912598	0.928903	0.914409	0.929289	0.918762	0.917088	0.9095	0.847006	0.834913	0.893663	0.891935	0.902281	0.890467	0.949994	0.905303	0.906425	0.793413	0.926952	0.929863	0.936171	0.950338	0.944509	0.823669	0.918421	0.893544	0.869893	0.916421	0.790765	0.786153	0.913412	0.94533	0.880772	0.932085	0.821581	0.93895	0.937693	0.790705	0.398833	0.560522	0.829379	0.91973	0.880599	0.63924	0.87516	0.871529	0.910037	0.916734	0.853686	0.791653	0.863692	0.936777	0.918644	0.932058	0.924506	0.927308	0.931908	0.897387	0.344577	0.924112	0.850362	0.911105	0.905841	0.876519	0.918336	0.921728	0.811734	0.879473	0.80072	0.910504	0.810421	0.911129	0.927794	0.816796	0.855214	0.930608	0.895261	0.901857	0.9175	0.91499	0.93028	0.699031	0.938639	0.918023	0.918895	0.909327	0.927584	0.896386	0.908061	0.762586	0.839411	0.898106	0.93039	0.707037	0.943284	0.903027	0.876766	0.910221	0.931603	0.897483	0.87311	0.851704	0.82871	0.841732	0.881365	0.8951	0.922891	0.913521	0.889674	0.899452	0.929745	0.890277	0.926221	0.908152	0.930918	0.839793	0.889728	0.934894
4055	0.63944	0.597535	0.634585	0.58248	0.52414	0.609645	0.619205	0.62897	0.600315	0.608105	0.53326	0.588495	0.540415	0.614785	0.559565	0.5459	0.57675	0.54672	0.64499	0.58646	0.504635	0.608075	0.500665	0.548165	0.53967	0.578865	0.62347	0.636595	0.57401	0.570725	0.54052	0.593725	0.576635	0.568325	0.58846	0.528985	0.63547	0.58141	0.545375	0.590225	0.53131	0.540155	0.57333	0.560315	0.555255	0.60806	0.5316	0.531615	0.55771	0.5344	0.531	0.53064	0.577975	0.669375	0.69745	0.575835	0.65262	0.75071	0.523695	0.53616	0.541465	0.56119	0.638165	0.52738	0.62416	0.528525	0.608175	0.549835	0.632885	0.52941	0.54097	0.669905	0.56574	0.561945	0.598195	0.605	0.58579	0.55827	0.666025	0.65024	0.566515	0.61994	0.56285	0.53568	0.58357	0.64645	0.593835	0.522335	0.626705	0.547415	0.674925	0.58725	0.55148	0.59647	0.617305	0.656455	0.549885	0.57555	0.660125	0.56787	0.59968	0.543665	0.56797	0.53584	0.629545	0.60227	0.559375	0.605155	0.623185	0.55722	0.499908	0.62635	0.58945	0.601165	0.57086	0.7117	0.567155	0.605145	0.529325	0.58451	0.54465	0.53871	0.545725	0.599265	0.549085	0.558175	0.57026	0.55828	0.515745	0.560785	0.53142	0.577235	0.594085	0.602085	0.548815	0.58273	0.61481	0.597995	0.571535	0.524205	0.56775	0.529595	0.54485	0.52894	0.669905	0.577675	0.540105	0.593855	0.59882	0.591835	0.534615	0.58455	0.56127	0.65744	0.59095	0.5609	0.59829	0.51158	0.52323	0.70356	0.572115	0.64816	0.535095	0.56869	0.633045	0.64541	0.57792	0.52706	0.53686	0.541855	0.616075	0.54488	0.589795	0.54054	0.51422	0.72019	0.560725	0.598035	0.630535	0.552855	0.65368	0.55113	0.556645	0.503995	0.638585	0.66086	0.632305	0.546885	0.553	0.56097	0.51634	0.581785	0.53635	0.607455	0.6131	0.526365	0.60857	0.599105	0.55101	0.59674	0.55048	0.573765	0.660045	0.511075	0.584255	0.62636	0.612985	0.544195	0.53618	0.68817	0.62031	0.57759	0.59625	0.605195	0.552185	0.585695	0.53218	0.63846	0.551145	0.589755	0.515	0.52701	0.577145	0.70522	0.53505	0.569975	0.714505	0.588495	0.56144	0.532665	0.500345	0.63967	0.64563	0.612035	0.54929	0.59967	0.494766	0.602475	0.599455	0.686595	0.529825	0.576225	0.53814	0.56372	0.631305	0.5526	0.54854	0.496665	0.525845	0.54049	0.5456	0.656935	0.532415	0.55233
4804	0.596413	0.474952	0.530983	0.549296	0.52793	0.482409	0.505852	0.503491	0.512861	0.48423	0.586443	0.545335	0.506061	0.523804	0.5257	0.648013	0.695187	0.508861	0.492957	0.509635	0.465304	0.559135	0.481861	0.465304	0.520226	0.665009	0.487283	0.483043	0.603683	0.58553	0.526752	0.554639	0.453848	0.491135	0.482574	0.530091	0.551026	0.481891	0.537357	0.448165	0.607943	0.489961	0.499757	0.491374	0.550317	0.503022	0.516178	0.467943	0.506365	0.54717	0.464591	0.494448	0.576687	0.526952	0.542448	0.519104	0.553117	0.499026	0.506543	0.580787	0.553209	0.517239	0.512313	0.486378	0.509591	0.529839	0.5201	0.695761	0.628235	0.534878	0.59087	0.665861	0.540661	0.54523	0.491778	0.536387	0.617835	0.519122	0.466935	0.46767	0.463613	0.534365	0.468239	0.51163	0.419885	0.530835	0.518222	0.627609	0.497196	0.48397	0.479474	0.514213	0.555465	0.568178	0.569013	0.517048	0.508874	0.524639	0.504687	0.504604	0.48357	0.499752	0.5288	0.476517	0.562787	0.53067	0.536422	0.506635	0.544478	0.477426	0.448522	0.467339	0.483296	0.648857	0.4748	0.483557	0.557148	0.540243	0.457283	0.444013	0.493939	0.451643	0.396546	0.462165	0.487683	0.445552	0.451687	0.440987	0.458935	0.453648	0.480078	0.43069	0.472248	0.433223	0.448496	0.435183	0.457174	0.43235	0.451117	0.48337	0.477013	0.476035	0.430983	0.494139	0.48303	0.496413	0.408926	0.578978	0.521422	0.473143	0.510257	0.470183	0.450439	0.469935	0.5836	0.771126	0.556509	0.525696	0.566817	0.488583	0.555909	0.511822	0.662709	0.430347	0.491043	0.5296	0.556248	0.560439	0.537187	0.565296	0.517083	0.5982	0.492239	0.504274	0.455987	0.490235	0.538126	0.598261	0.416873	0.508822	0.517957	0.5528	0.508978	0.520061	0.457426	0.4708	0.644213	0.546957	0.514183	0.443304	0.490417	0.58727	0.531326	0.551696	0.525509	0.599291	0.491209	0.517604	0.555861	0.468304	0.452413	0.461704	0.470935	0.5259	0.482361	0.562022	0.48383	0.460561	0.541748	0.467813	0.533852	0.528648	0.490439	0.469761	0.431951	0.53673	0.47503	0.498187	0.519848	0.498535	0.677622	0.498883	0.509283	0.508852	0.395263	0.505826	0.512709	0.535874	0.52917	0.438926	0.544952	0.47547	0.485357	0.540848	0.46457	0.506274	0.495596	0.473948	0.50787	0.430413	0.469217	0.405964	0.468965	0.458896	0.469304	0.49117	0.452704	0.50277	0.53577	0.456878	0.485765	0.475648	0.490613	0.545078
4982	0.815073	0.61013	0.90184	0.93111	0.898673	0.916927	0.850093	0.838173	0.817067	0.685567	0.55665	0.849427	0.712113	0.883793	0.91519	0.872893	0.9062	0.872783	0.813253	0.85072	0.45224	0.910233	0.255242	0.705837	0.836773	0.892763	0.829387	0.777187	0.89619	0.916683	0.85854	0.872677	0.82655	0.62354	0.77437	0.88275	0.863803	0.77772	0.878897	0.889397	0.9168	0.63164	0.69144	0.882913	0.86925	0.89444	0.887197	0.839057	0.862633	0.91117	0.81722	0.911313	0.896587	0.83118	0.83051	0.903207	0.899357	0.62343	0.746383	0.904457	0.88966	0.881587	0.78459	0.819323	0.81935	0.876703	0.797407	0.881363	0.806973	0.88315	0.781137	0.818837	0.92831	0.875757	0.788467	0.64973	0.794673	0.93495	0.658217	0.60983	0.632297	0.834273	0.792717	0.700813	0.518877	0.86895	0.873577	0.904763	0.876817	0.705443	0.64701	0.807747	0.784583	0.82064	0.475023	0.77506	0.82222	0.884243	0.79124	0.887363	0.861417	0.892573	0.85722	0.894243	0.637403	0.900117	0.850163	0.814297	0.86703	0.830533	0.822363	0.82624	0.866747	0.929707	0.854843	0.784147	0.866813	0.88631	0.673907	0.82355	0.77264	0.758897	0.830027	0.807227	0.856213	0.81361	0.749667	0.834877	0.755873	0.78623	0.701163	0.854777	0.80256	0.760007	0.796933	0.81762	0.793727	0.84351	0.770993	0.782893	0.704707	0.71445	0.798673	0.729773	0.83406	0.730533	0.897427	0.904153	0.837287	0.641723	0.875907	0.718433	0.76829	0.68002	0.92026	0.89415	0.870317	0.90214	0.924607	0.815313	0.931123	0.868157	0.66119	0.77194	0.85075	0.847647	0.895523	0.905827	0.855293	0.867987	0.859553	0.865723	0.643597	0.732773	0.355653	0.64615	0.91263	0.861237	0.780003	0.864593	0.784273	0.913027	0.742513	0.882383	0.769387	0.820903	0.896537	0.9292	0.876653	0.807667	0.36354	0.913047	0.660507	0.836487	0.808977	0.903893	0.81685	0.87326	0.90087	0.856327	0.746847	0.79692	0.333727	0.91973	0.820607	0.830103	0.67448	0.792387	0.920907	0.633667	0.82448	0.899667	0.836963	0.81126	0.839473	0.8898	0.915137	0.810633	0.908387	0.83102	0.802447	0.879717	0.849147	0.790883	0.775153	0.87242	0.796147	0.874573	0.872087	0.726177	0.918283	0.652163	0.836967	0.876017	0.83196	0.884673	0.842173	0.791013	0.80925	0.590673	0.77235	0.845327	0.817373	0.84928	0.712647	0.861683	0.79975	0.758607	0.912537	0.788527	0.866653	0.605817	0.718173	0.931317
